node	type
C02294	gene
C01035	gene
C00499	gene
C05281	gene
C06657	gene
C15607	gene
C20560	gene
C20846	gene
C03125	gene
C04352	gene
C05556	gene
C06751	gene
C17935	gene
C19691	gene
C19703	gene
C20993	gene
C21437	gene
C04261	gene
C04262	gene
C04087	gene
C09820	gene
C14119	gene
C01236	gene
C04006	gene
C17209	gene
C20668	gene
C00663	gene
C00116	gene
C00111	gene
C00681	gene
C04641	gene
C04703	gene
C00670	gene
C01225	gene
C01233	gene
C03892	gene
C00344	gene
C10517	gene
C03974	gene
C00593	gene
C09306	gene
C00519	gene
C00392	gene
C01094	gene
C05345	gene
C03267	gene
C00273	gene
C00794	gene
C00159	gene
C06468	gene
C00247	gene
C00636	gene
C01222	gene
C02280	gene
C15925	gene
C05665	gene
C02642	gene
C02335	gene
C05669	gene
C05670	gene
C00386	gene
C00864	gene
C04544	gene
C01262	gene
C03492	gene
C19779	gene
C03240	gene
C00894	gene
C00163	gene
C02876	gene
C03344	gene
C06002	gene
C05467	gene
C05449	gene
C07297	gene
C11948	gene
C20987	gene
C21018	gene
C02170	gene
C00504	gene
C00664	gene
C03479	gene
C00445	gene
C01231	gene
C00501	gene
C00842	gene
C04645	gene
C00299	gene
C01103	gene
C00106	gene
C21079	gene
C03030	gene
C00429	gene
C00813	gene
C01168	gene
C00526	gene
C03584	gene
C20231	gene
C02775	gene
C03005	gene
C03147	gene
C05835	gene
C04302	gene
C03141	gene
C08062	gene
C16235	gene
C16716	gene
C20634	gene
C06032	gene
C06030	gene
C05984	gene
C06006	gene
C05335	gene
C02356	gene
C20905	gene
C00381	gene
C00621	gene
C04500	gene
C03862	gene
C01191	gene
C04213	gene
C03372	gene
C03785	gene
C05378	gene
C06441	gene
C00447	gene
C01099	gene
C01131	gene
C06893	gene
C00623	gene
C20644	gene
C20831	gene
C20960	gene
C00588	gene
C00576	gene
C00919	gene
C00550	gene
C07345	gene
C00958	gene
C00577	gene
C02979	gene
C00969	gene
C05401	gene
C02112	gene
C03189	gene
C02426	gene
C00119	gene
C01151	gene
C00620	gene
C05382	gene
C03536	gene
C04359	gene
C20986	gene
C00231	gene
C11437	gene
C20954	gene
C01893	gene
C01909	gene
C04681	gene
C04682	gene
C04727	gene
C04801	gene
C20386	gene
C01685	gene
C00309	gene
C03150	gene
C00387	gene
C01762	gene
C03169	gene
C15586	gene
C02494	gene
C16352	gene
C16427	gene
C16431	gene
C16447	gene
C16449	gene
C01384	gene
C03600	gene
C09816	gene
C12624	gene
C14115	gene
C20961	gene
C00233	gene
C02710	gene
C02486	gene
C04335	gene
C02047	gene
C08262	gene
C17255	gene
C00984	gene
C02097	gene
C01697	gene
C03383	gene
C02669	gene
C00880	gene
C03269	gene
C05400	gene
C05399	gene
C01290	gene
C02686	gene
C04737	gene
C06126	gene
C06037	gene
C04911	gene
C06136	gene
C05404	gene
C01113	gene
C01420	gene
C03691	gene
C01143	gene
C00235	gene
C00341	gene
C02569	gene
C00353	gene
C11356	gene
C04146	gene
C04216	gene
C01230	gene
C11811	gene
C04145	gene
C04217	gene
C16689	gene
C17432	gene
C17435	gene
C17434	gene
C17436	gene
C17437	gene
C17438	gene
C04509	gene
C19760	gene
C19852	gene
C19853	gene
C20345	gene
C04432	gene
C16521	gene
C18051	gene
C18052	gene
C00655	gene
C06435	gene
C12347	gene
C01438	gene
C02704	gene
C00714	gene
C04142	gene
C06358	gene
C04867	gene
C11632	gene
C12426	gene
C12448	gene
C09694	gene
C16505	gene
C18021	gene
C03920	gene
C18345	gene
C18640	gene
C19846	gene
C04748	gene
C03686	gene
C03944	gene
C18634	gene
C19613	gene
C21151	gene
C21159	gene
C00860	gene
C01152	gene
C02997	gene
C03277	gene
C01929	gene
C00388	gene
C05575	gene
C00884	gene
C02988	gene
C07474	gene
C03298	gene
C00877	gene
C01412	gene
C02527	gene
C00246	gene
C20676	gene
C00691	gene
C00191	gene
C01177	gene
C03546	gene
C03659	gene
C03660	gene
C06352	gene
C03868	gene
C20328	gene
C04039	gene
C01088	gene
C00183	gene
C15977	gene
C04272	gene
C06510	gene
C19155	gene
C20791	gene
C02885	gene
C02085	gene
C00156	gene
C01403	gene
C02734	gene
C16200	gene
C01407	gene
C20726	gene
C15584	gene
C00559	gene
C04083	gene
C20773	gene
C03564	gene
C01157	gene
C00763	gene
C02702	gene
C12470	gene
C19706	gene
C19781	gene
C05710	gene
C03740	gene
C11529	gene
C16116	gene
C03402	gene
C20631	gene
C02918	gene
C00249	gene
C00517	gene
C05272	gene
C02990	gene
C16216	gene
C05764	gene
C20996	gene
C20997	gene
C01817	gene
C11838	gene
C00633	gene
C00530	gene
C02370	gene
C05848	gene
C05809	gene
C13425	gene
C13634	gene
C03885	gene
C18131	gene
C18216	gene
C00416	gene
C00641	gene
C04308	gene
C01595	gene
C06427	gene
C00417	gene
C20333	gene
C02492	gene
C02478	gene
C01728	gene
C21336	gene
C00266	gene
C00988	gene
C01812	gene
C06108	gene
C06755	gene
C03395	gene
C02301	gene
C00350	gene
C01958	gene
C04438	gene
C05973	gene
C11547	gene
C12126	gene
C12145	gene
C02075	gene
C05980	gene
C07123	gene
C05607	gene
C05852	gene
C00254	gene
C00601	gene
C02763	gene
C20646	gene
C20653	gene
C05385	gene
C02330	gene
C16155	gene
C00975	gene
C01563	gene
C00802	gene
C03089	gene
C04188	gene
C19787	gene
C00693	gene
C00229	gene
C20683	gene
C03371	gene
C04202	gene
C00609	gene
C01203	gene
C05223	gene
C04688	gene
C05745	gene
C05749	gene
C05752	gene
C05755	gene
C05761	gene
C21108	gene
C16239	gene
C16520	gene
C04088	gene
C18009	gene
C18337	gene
C19673	gene
C20375	gene
C19845	gene
C21347	gene
C21357	gene
C21129	gene
C21393	gene
C21394	gene
C03800	gene
C17202	gene
C18797	gene
C02659	gene
C05715	gene
C03742	gene
C18796	gene
C02376	gene
C03088	gene
C00906	gene
C21028	gene
C00214	gene
C20232	gene
C02726	gene
C02253	gene
C04498	gene
C18325	gene
C20580	gene
C06206	gene
C00587	gene
C01273	gene
C09815	gene
C09814	gene
C01416	gene
C04634	gene
C06337	gene
C17268	gene
C20645	gene
C02266	gene
C00379	gene
C00310	gene
C02352	gene
C02787	gene
C02554	gene
C03219	gene
C20313	gene
C00424	gene
C00827	gene
C17205	gene
C00937	gene
C16698	gene
C01164	gene
C15992	gene
C05418	gene
C05500	gene
C01802	gene
C00599	gene
C02530	gene
C03594	gene
C05502	gene
C01953	gene
C02373	gene
C13550	gene
C15519	gene
C15610	gene
C18043	gene
C01102	gene
C02992	gene
C12147	gene
C16594	gene
C20917	gene
C04080	gene
C03557	gene
C04476	gene
C04635	gene
C11695	gene
C03737	gene
C00800	gene
C00905	gene
C02670	gene
C03387	gene
C04674	gene
C04900	gene
C11376	gene
C00818	gene
C10025	gene
C20383	gene
C20890	gene
C00539	gene
C03485	gene
C05775	gene
C21153	gene
C00319	gene
C02960	gene
C03701	gene
C06062	gene
C03956	gene
C05681	gene
C21022	gene
C04030	gene
C04171	gene
C03666	gene
C04480	gene
C00257	gene
C01068	gene
C00345	gene
C01112	gene
C15556	gene
C03113	gene
C17556	gene
C17959	gene
C00817	gene
C04349	gene
C04471	gene
C03752	gene
C00514	gene
C20845	gene
C00360	gene
C01845	gene
C01995	gene
C06559	gene
C09276	gene
C19707	gene
C02130	gene
C20237	gene
C11150	gene
C01367	gene
C05692	gene
C11501	gene
C11500	gene
C01043	gene
C00364	gene
C00652	gene
C02237	gene
C00692	gene
C00788	gene
C01869	gene
C02722	gene
C05588	gene
C16608	gene
C01297	gene
C20361	gene
C05966	gene
C04822	gene
C05356	gene
C05965	gene
C14812	gene
C14748	gene
C14749	gene
C14820	gene
C14771	gene
C14821	gene
C14770	gene
C14769	gene
C14768	gene
C14823	gene
C14778	gene
C00909	gene
C01172	gene
C05396	gene
C05403	gene
C19700	gene
C05143	gene
C08334	gene
C01594	gene
C16827	gene
C01013	gene
C03071	gene
C00804	gene
C06614	gene
C06615	gene
C20253	gene
C06561	gene
C03582	gene
C05608	gene
C02947	gene
C08650	gene
C12208	gene
C17744	gene
C02637	gene
C02814	gene
C01163	gene
C06318	gene
C03223	gene
C03233	gene
C02236	gene
C00568	gene
C21168	gene
C01101	gene
C19674	gene
C00989	gene
C19631	gene
C04236	gene
C15975	gene
C04411	gene
C00365	gene
C00881	gene
C00705	gene
C03495	gene
C00385	gene
C00330	gene
C06371	gene
C01959	gene
C05844	gene
C05122	gene
C05465	gene
C05463	gene
C03193	gene
C01771	gene
C02445	gene
C03634	gene
C02888	gene
C01507	gene
C19679	gene
C00579	gene
C15979	gene
C15973	gene
C06157	gene
C01948	gene
C02588	gene
C03455	gene
C18218	gene
C00971	gene
C00314	gene
C00847	gene
C00534	gene
C01269	gene
C18054	gene
C20710	gene
C20772	gene
C20953	gene
C01062	gene
C06473	gene
C20888	gene
C03459	gene
C16699	gene
C19792	gene
C11544	gene
C03906	gene
C01114	gene
C00532	gene
C00508	gene
C01870	gene
C21329	gene
C05512	gene
C16999	gene
C00640	gene
C01086	gene
C01656	gene
C01380	gene
C00369	gene
C00272	gene
C15522	gene
C02255	gene
C03410	gene
C06241	gene
C04015	gene
C04016	gene
C04017	gene
C04730	gene
C06128	gene
C04884	gene
C04927	gene
C06139	gene
C06140	gene
C06313	gene
C04244	gene
C03684	gene
C21383	gene
C03393	gene
C04691	gene
C03604	gene
C04676	gene
C00674	gene
C03772	gene
C01227	gene
C05290	gene
C05296	gene
C05284	gene
C20144	gene
C20252	gene
C06222	gene
C00362	gene
C06011	gene
C07565	gene
C03142	gene
C03764	gene
C00337	gene
C00944	gene
C00852	gene
C02572	gene
C19692	gene
C19033	gene
C07331	gene
C01368	gene
C02305	gene
C00791	gene
C01253	gene
C03281	gene
C20509	gene
C20350	gene
C20699	gene
C21251	gene
C03154	gene
C01441	gene
C21252	gene
C18000	gene
C01904	gene
C00476	gene
C02927	gene
C03291	gene
C00618	gene
C01508	gene
C06051	gene
C03996	gene
C06056	gene
C06257	gene
C00986	gene
C00750	gene
C02567	gene
C15853	gene
C18069	gene
C19669	gene
C21010	gene
C21009	gene
C21170	gene
C21169	gene
C15025	gene
C00487	gene
C02290	gene
C02838	gene
C20750	gene
C06124	gene
C01747	gene
C03640	gene
C00836	gene
C02360	gene
C05662	gene
C05533	gene
C02220	gene
C00956	gene
C16583	gene
C10945	gene
C01197	gene
C10434	gene
C15525	gene
C02985	gene
C14830	gene
C01252	gene
C01075	gene
C06023	gene
C00734	gene
C02043	gene
C21289	gene
C05644	gene
C00637	gene
C00954	gene
C01144	gene
C05116	gene
C04037	gene
C00879	gene
C00470	gene
C00558	gene
C06430	gene
C02273	gene
C15930	gene
C20889	gene
C02434	gene
C02344	gene
C02462	gene
C03190	gene
C06074	gene
C06075	gene
C06076	gene
C00521	gene
C06308	gene
C06307	gene
C06099	gene
C11393	gene
C11389	gene
C11388	gene
C09871	gene
C09847	gene
C09839	gene
C01500	gene
C09849	gene
C01499	gene
C09848	gene
C20235	gene
C20241	gene
C09873	gene
C11382	gene
C09844	gene
C20242	gene
C20230	gene
C09902	gene
C09900	gene
C09898	gene
C06304	gene
C06305	gene
C06306	gene
C20244	gene
C20664	gene
C17622	gene
C06070	gene
C00343	gene
C01788	gene
C04372	gene
C04482	gene
C05976	gene
C18126	gene
C01218	gene
C01210	gene
C01120	gene
C01188	gene
C01205	gene
C01241	gene
C06156	gene
C05427	gene
C01414	gene
C03427	gene
C06089	gene
C11901	gene
C11894	gene
C11902	gene
C11893	gene
C17439	gene
C09183	gene
C09094	gene
C18229	gene
C19816	gene
C19815	gene
C19836	gene
C20158	gene
C20270	gene
C20681	gene
C20834	gene
C20922	gene
C20923	gene
C09140	gene
C20924	gene
C16848	gene
C18096	gene
C00418	gene
C03761	gene
C03231	gene
C04257	gene
C00459	gene
C03442	gene
C11916	gene
C11911	gene
C06620	gene
C11933	gene
C11912	gene
C11920	gene
C11921	gene
C11919	gene
C12447	gene
C11923	gene
C12443	gene
C12446	gene
C12444	gene
C12481	gene
C03319	gene
C18643	gene
C18636	gene
C20415	gene
C12321	gene
C12322	gene
C21348	gene
C21349	gene
C21356	gene
C21350	gene
C11821	gene
C05513	gene
C20155	gene
C03641	gene
C03423	gene
C03300	gene
C01513	gene
C02029	gene
C16443	gene
C17142	gene
C02895	gene
C01394	gene
C02536	gene
C01884	gene
C05515	gene
C06193	gene
C05130	gene
C05135	gene
C05127	gene
C04524	gene
C04443	gene
C05623	gene
C00616	gene
C01617	gene
C01750	gene
C05903	gene
C12639	gene
C10107	gene
C02954	gene
C05557	gene
C06567	gene
C06213	gene
C11817	gene
C08312	gene
C06535	gene
C09209	gene
C09089	gene
C06536	gene
C17203	gene
C17568	gene
C05804	gene
C00843	gene
C02904	gene
C03962	gene
C09870	gene
C00634	gene
C00635	gene
C01490	gene
C05226	gene
C03135	gene
C02666	gene
C01494	gene
C16405	gene
C17746	gene
C00671	gene
C03127	gene
C18680	gene
C19491	gene
C20310	gene
C20802	gene
C21092	gene
C16697	gene
C19809	gene
C04042	gene
C03681	gene
C03027	gene
C03205	gene
C03747	gene
C05479	gene
C05498	gene
C19726	gene
C05610	gene
C16218	gene
C01530	gene
C01138	gene
C03462	gene
C03731	gene
C00854	gene
C01880	gene
C00571	gene
C02395	gene
C00921	gene
C04248	gene
C19776	gene
C00490	gene
C02341	gene
C01107	gene
C00772	gene
C20847	gene
C03463	gene
C03475	gene
C05629	gene
C01772	gene
C12621	gene
C12622	gene
C16256	gene
C10171	gene
C07083	gene
C02917	gene
C04639	gene
C03273	gene
C04282	gene
C05941	gene
C01250	gene
C03703	gene
C06021	gene
C03283	gene
C16850	gene
C12115	gene
C18174	gene
C04617	gene
C01872	gene
C03574	gene
C05658	gene
C12312	gene
C19837	gene
C15587	gene
C05325	gene
C00741	gene
C03046	gene
C02537	gene
C02538	gene
C05297	gene
C05300	gene
C11133	gene
C01537	gene
C06359	gene
C06118	gene
C04810	gene
C00870	gene
C02372	gene
C07103	gene
C00899	gene
C15492	gene
C05822	gene
C02513	gene
C02633	gene
C02681	gene
C16495	gene
C16499	gene
C05619	gene
C02919	gene
C02442	gene
C02717	gene
C16701	gene
C02571	gene
C01181	gene
C02224	gene
C15666	gene
C01962	gene
C03175	gene
C15504	gene
C10343	gene
C20747	gene
C02091	gene
C02350	gene
C01219	gene
C02753	gene
C03494	gene
C05528	gene
C00861	gene
C02431	gene
C19758	gene
C20354	gene
C02991	gene
C05631	gene
C00974	gene
C01477	gene
C09099	gene
C06563	gene
C12124	gene
C12631	gene
C01709	gene
C16492	gene
C18023	gene
C09833	gene
C06322	gene
C19684	gene
C02024	gene
C01110	gene
C03943	gene
C00823	gene
C06123	gene
C04794	gene
C01678	gene
C00964	gene
C01123	gene
C02452	gene
C19081	gene
C01053	gene
C18911	gene
C11135	gene
C02248	gene
C03137	gene
C03414	gene
C15605	gene
C02674	gene
C02411	gene
C00628	gene
C06187	gene
C06603	gene
C06601	gene
C06186	gene
C00904	gene
C03917	gene
C05293	gene
C04295	gene
C05294	gene
C11134	gene
C05291	gene
C21296	gene
C01745	gene
C00903	gene
C16404	gene
C07572	gene
C05593	gene
C01036	gene
C05585	gene
C15882	gene
C17570	gene
C20737	gene
C05235	gene
C01888	gene
C05999	gene
C05577	gene
C05589	gene
C05853	gene
C02083	gene
C20782	gene
C20062	gene
C16074	gene
C03548	gene
C16825	gene
C01455	gene
C03256	gene
C12537	gene
C15513	gene
C02020	gene
C02240	gene
C20292	gene
C06673	gene
C02824	gene
C01008	gene
C04022	gene
C11143	gene
C01998	gene
C07087	gene
C01659	gene
C03166	gene
C04707	gene
C05953	gene
C01167	gene
C03721	gene
C06369	gene
C06680	gene
C03067	gene
C06459	gene
C05676	gene
C13482	gene
C05679	gene
C12205	gene
C12206	gene
C01200	gene
C05123	gene
C14179	gene
C03576	gene
C03453	gene
C04075	gene
C06587	gene
C07731	gene
C06582	gene
C16264	gene
C03091	gene
C03238	gene
C20143	gene
C21076	gene
C21303	gene
C20839	gene
C03773	gene
C02583	gene
C01155	gene
C01156	gene
C04575	gene
C14899	gene
C02797	gene
C02940	gene
C01034	gene
C03947	gene
C04133	gene
C00686	gene
C03792	gene
C03000	gene
C03819	gene
C01277	gene
C04549	gene
C04299	gene
C11557	gene
C16199	gene
C03460	gene
C04409	gene
C04584	gene
C03986	gene
C05640	gene
C05831	gene
C03590	gene
C03198	gene
C13632	gene
C21335	gene
C21314	gene
C00955	gene
C05960	gene
C00658	gene
C04046	gene
C04637	gene
C05675	gene
C13508	gene
C18168	gene
C06364	gene
C05646	gene
C00780	gene
C03766	gene
C01855	gene
C01109	gene
C06035	gene
C00878	gene
C06316	gene
C04429	gene
C04667	gene
C00700	gene
C04392	gene
C03972	gene
C06188	gene
C03646	gene
C04517	gene
C01801	gene
C02269	gene
C20896	gene
C21088	gene
C21095	gene
C03871	gene
C04877	gene
C02501	gene
C07089	gene
C01271	gene
C04136	gene
C11907	gene
C04268	gene
C11909	gene
C21208	gene
C03187	gene
C11927	gene
C01214	gene
C04287	gene
C06891	gene
C20251	gene
C06153	gene
C19720	gene
C04890	gene
C04891	gene
C04855	gene
C04643	gene
C01292	gene
C11637	gene
C04483	gene
C05959	gene
C04758	gene
C05957	gene
C00887	gene
C05361	gene
C02436	gene
C01614	gene
C06374	gene
C01382	gene
C03195	gene
C19616	gene
C19418	gene
C19670	gene
C20702	gene
C03212	gene
C03975	gene
C01370	gene
C01372	gene
C03338	gene
C00783	gene
C01479	gene
C02046	gene
C12452	gene
C10860	gene
C02089	gene
C00762	gene
C02821	gene
C05497	gene
C02822	gene
C05489	gene
C05471	gene
C05488	gene
C02965	gene
C01171	gene
C05161	gene
C02532	gene
C01726	gene
C00810	gene
C01769	gene
C01457	gene
C02400	gene
C16150	gene
C21075	gene
C06178	gene
C06524	gene
C02724	gene
C02691	gene
C05778	gene
C01054	gene
C06083	gene
C06310	gene
C06309	gene
C08627	gene
C19834	gene
C20411	gene
C20412	gene
C21116	gene
C01545	gene
C01387	gene
C01557	gene
C03588	gene
C05469	gene
C01489	gene
C00795	gene
C09321	gene
C15608	gene
C15204	gene
C01744	gene
C02183	gene
C11061	gene
C16679	gene
C16680	gene
C16677	gene
C05914	gene
C04033	gene
C01173	gene
C05634	gene
C05647	gene
C06212	gene
C00978	gene
C05659	gene
C20522	gene
C10503	gene
C02920	gene
C16187	gene
C02565	gene
C21026	gene
C01097	gene
C06552	gene
C06558	gene
C02675	gene
C12135	gene
C05376	gene
C10520	gene
C09126	gene
C12134	gene
C10521	gene
C03419	gene
C01444	gene
C01842	gene
C05985	gene
C06202	gene
C01198	gene
C14097	gene
C12305	gene
C06067	gene
C01765	gene
C03448	gene
C20322	gene
C20323	gene
C01766	gene
C03044	gene
C20657	gene
C04415	gene
C05627	gene
C16423	gene
C03672	gene
C03062	gene
C04381	gene
C03391	gene
C02270	gene
C05604	gene
C05819	gene
C05818	gene
C17018	gene
C20265	gene
C04314	gene
C14786	gene
C14787	gene
C02287	gene
C00872	gene
C04079	gene
C02333	gene
C02953	gene
C20263	gene
C12144	gene
C03016	gene
C01864	gene
C06017	gene
C01546	gene
C03724	gene
C02222	gene
C03586	gene
C06050	gene
C03092	gene
C04718	gene
C02823	gene
C03110	gene
C02967	gene
C01562	gene
C10208	gene
C16190	gene
C10509	gene
C03579	gene
C02035	gene
C11864	gene
C01100	gene
C03517	gene
C03707	gene
C05944	gene
C20814	gene
C04510	gene
C02764	gene
C17322	gene
C03042	gene
C03045	gene
C02235	gene
C03360	gene
C06604	gene
C06606	gene
C01080	gene
C05231	gene
C02331	gene
C19771	gene
C01635	gene
C00892	gene
C04181	gene
C01933	gene
C02394	gene
C21029	gene
C03524	gene
C17704	gene
C02165	gene
C02508	gene
C02520	gene
C03112	gene
C04712	gene
C03601	gene
C01300	gene
C02295	gene
C01739	gene
C01941	gene
C02912	gene
C05834	gene
C02938	gene
C20635	gene
C19886	gene
C05823	gene
C03454	gene
C03683	gene
C01767	gene
C02457	gene
C01021	gene
C03648	gene
C01598	gene
C03717	gene
C02555	gene
C03375	gene
C03875	gene
C18323	gene
C01125	gene
C01721	gene
C04698	gene
C18028	gene
C01051	gene
C05766	gene
C03955	gene
C02223	gene
C06007	gene
C04405	gene
C03836	gene
C02647	gene
C01092	gene
C03409	gene
C03799	gene
C21027	gene
C02463	gene
C02469	gene
C03263	gene
C15527	gene
C01724	gene
C01902	gene
C08628	gene
C08616	gene
C08615	gene
C08624	gene
C08797	gene
C08637	gene
C19819	gene
C19820	gene
C19828	gene
C19829	gene
C19832	gene
C19833	gene
C19801	gene
C19835	gene
C19863	gene
C17966	gene
C19918	gene
C20187	gene
C20188	gene
C08626	gene
C20189	gene
C20191	gene
C20192	gene
C20193	gene
C20194	gene
C20195	gene
C20200	gene
C01596	gene
C02502	gene
C01244	gene
C01829	gene
C02465	gene
C02656	gene
C06723	gene
C09813	gene
C02129	gene
C03228	gene
C03719	gene
C02153	gene
C03789	gene
C04397	gene
C04398	gene
C04327	gene
C04752	gene
C20247	gene
C20246	gene
C01122	gene
C01986	gene
C03050	gene
C04318	gene
C01626	gene
C02673	gene
C06311	gene
C06377	gene
C01267	gene
C03743	gene
C01751	gene
C01602	gene
C01249	gene
C05641	gene
C04478	gene
C01825	gene
C04292	gene
C04212	gene
C21158	gene
C02485	gene
C02140	gene
C01780	gene
C03461	gene
C03220	gene
C03079	gene
C03946	gene
C15570	gene
C15555	gene
C03725	gene
C01247	gene
C04141	gene
C01186	gene
C16273	gene
C21287	gene
C06105	gene
C03739	gene
C03241	gene
C12313	gene
C12314	gene
C03897	gene
C01877	gene
C04281	gene
C03440	gene
C06189	gene
C04043	gene
C04642	gene
C05582	gene
C03077	gene
C01278	gene
C04553	gene
C05443	gene
C01189	gene
C05107	gene
C16509	gene
C02067	gene
C01581	gene
C03735	gene
C01624	gene
C04518	gene
C04062	gene
C03964	gene
C05350	gene
C11527	gene
C12456	gene
C19154	gene
C02846	gene
C02299	gene
C03722	gene
C21332	gene
C03845	gene
C05111	gene
C05439	gene
C02399	gene
C02863	gene
C04776	gene
C04036	gene
C04227	gene
C06044	gene
C06160	gene
C04366	gene
C06224	gene
C04044	gene
C02274	gene
C04563	gene
C04579	gene
C01284	gene
C11526	gene
C11174	gene
C15990	gene
C15991	gene
C01850	gene
C03486	gene
C02188	gene
C04487	gene
C16741	gene
C01283	gene
C01270	gene
C05927	gene
C01274	gene
C04297	gene
C01245	gene
C01280	gene
C04767	gene
C02977	gene
C03117	gene
C20638	gene
C20612	gene
C04780	gene
C04672	gene
C04555	gene
C05139	gene
C18045	gene
C04215	gene
C04340	gene
C03418	gene
C02051	gene
C02972	gene
C04063	gene
C01272	gene
C04477	gene
C04367	gene
C11555	gene
C05208	gene
C01717	gene
C04002	gene
C03315	gene
C01293	gene
C03793	gene
C04271	gene
C15509	gene
C15510	gene
C03968	gene
C04444	gene
C04666	gene
C04454	gene
C04604	gene
C02526	gene
C03750	gene
C04330	gene
C03057	gene
C03203	gene
C04872	gene
C20991	gene
C04315	gene
C06038	gene
C11554	gene
C04556	gene
C20267	gene
C04640	gene
C04751	gene
C15667	gene
C01299	gene
C04636	gene
C04792	gene
C21019	gene
C01294	gene
C04520	gene
C04740	gene
C06135	gene
C04845	gene
C04925	gene
C03272	gene
C18060	gene
C01920	gene
C04661	gene
C04280	gene
C03365	gene
C03844	gene
C04673	gene
C11351	gene
C04807	gene
C04722	gene
C05446	gene
C05849	gene
C03313	gene
C13309	gene
C20806	gene
C04387	gene
C04917	gene
C04726	gene
C04864	gene
C04865	gene
C04657	gene
C04835	gene
C05961	gene
C01345	gene
C06196	gene
C02353	gene
C02355	gene
C11352	gene
C06142	gene
C02390	gene
C03093	gene
C02415	gene
C00573	gene
C01512	gene
C01852	gene
C06071	gene
C02323	gene
C04592	gene
C01542	gene
C01467	gene
C04024	gene
C12628	gene
C02923	gene
C02657	gene
C03351	gene
C06730	gene
C06677	gene
C16401	gene
C02001	gene
C07645	gene
C16556	gene
C04719	gene
C04608	gene
C01514	gene
C01714	gene
C01486	gene
C02962	gene
C01569	gene
C17883	gene
C16461	gene
C01710	gene
C07720	gene
C07719	gene
C03667	gene
C02994	gene
C04293	gene
C03951	gene
C03515	gene
C10192	gene
C01735	gene
C16643	gene
C16578	gene
C11785	gene
C04447	gene
C01752	gene
C05172	gene
C05684	gene
C05703	gene
C02325	gene
C02574	gene
C03994	gene
C16722	gene
C01673	gene
C07712	gene
C02872	gene
C16720	gene
C04441	gene
C04351	gene
C16719	gene
C02560	gene
C02549	gene
C02922	gene
C09762	gene
C16717	gene
C04717	gene
C04056	gene
C07338	gene
C07289	gene
C14825	gene
C14826	gene
C14827	gene
C14831	gene
C06426	gene
C19937	gene
C20703	gene
C05642	gene
C05643	gene
C04783	gene
C16215	gene
C18314	gene
C02864	gene
C05906	gene
C03052	gene
C02906	gene
C05850	gene
C16711	gene
C17022	gene
C05336	gene
C06181	gene
C12455	gene
C16565	gene
C10773	gene
C10783	gene
C10772	gene
C18158	gene
C02243	gene
C03537	gene
C04185	gene
C05578	gene
C04416	gene
C05441	gene
C05440	gene
C05913	gene
C05786	gene
C11630	gene
C05912	gene
C04034	gene
C04070	gene
C11871	gene
C11867	gene
C02687	gene
C04333	gene
C04199	gene
C06325	gene
C03827	gene
C05109	gene
C11455	gene
C02855	gene
C06029	gene
C02744	gene
C16614	gene
C02752	gene
C11807	gene
C11808	gene
C01991	gene
C05158	gene
C02809	gene
C05473	gene
C18039	gene
C02817	gene
C05315	gene
C04118	gene
C15781	gene
C03156	gene
C21091	gene
C05990	gene
C03064	gene
C07639	gene
C01849	gene
C12044	gene
C03325	gene
C07307	gene
C07304	gene
C01957	gene
C09782	gene
C02080	gene
C02879	gene
C02213	gene
C03575	gene
C02367	gene
C02941	gene
C03072	gene
C18005	gene
C06103	gene
C02956	gene
C03194	gene
C15535	gene
C04371	gene
C20787	gene
C05437	gene
C11513	gene
C08830	gene
C03606	gene
C03297	gene
C21240	gene
C03368	gene
C19850	gene
C02141	gene
C11508	gene
C05276	gene
C03796	gene
C11992	gene
C02289	gene
C05485	gene
C05501	gene
C18044	gene
C18038	gene
C03149	gene
C03476	gene
C04833	gene
C01978	gene
C01984	gene
C07301	gene
C15539	gene
C02008	gene
C03860	gene
C04251	gene
C04131	gene
C02339	gene
C02100	gene
C06095	gene
C11861	gene
C12308	gene
C06096	gene
C11863	gene
C02777	gene
C21006	gene
C16693	gene
C11678	gene
C03170	gene
C05432	gene
C05435	gene
C08592	gene
C08591	gene
C15943	gene
C16340	gene
C06098	gene
C20484	gene
C20695	gene
C03034	gene
C02345	gene
C02101	gene
C02106	gene
C05202	gene
C06167	gene
C06520	gene
C09541	gene
C17592	gene
C17591	gene
C20712	gene
C05174	gene
C21370	gene
C02374	gene
C02915	gene
C02880	gene
C05306	gene
C11832	gene
C16540	gene
C18152	gene
C18154	gene
C18157	gene
C16541	gene
C05490	gene
C05475	gene
C02623	gene
C03221	gene
C03677	gene
C05949	gene
C04853	gene
C03363	gene
C02658	gene
C20366	gene
C02298	gene
C20743	gene
C21178	gene
C03516	gene
C05963	gene
C17328	gene
C04194	gene
C04385	gene
C15581	gene
C02467	gene
C02771	gene
C02774	gene
C03676	gene
C04431	gene
C06329	gene
C06676	gene
C12838	gene
C16249	gene
C16477	gene
C16476	gene
C06031	gene
C18170	gene
C03726	gene
C05620	gene
C02284	gene
C20511	gene
C19943	gene
C04354	gene
C03527	gene
C02930	gene
C03687	gene
C02582	gene
C04802	gene
C20183	gene
C20863	gene
C16687	gene
C12248	gene
C02796	gene
C06648	gene
C06651	gene
C05499	gene
C02381	gene
C03058	gene
C03702	gene
C03624	gene
C03294	gene
